"assembly_accession","taxid","organism_name","assembly_level","release_type","genome_rep","seq_rel_date","asm_name","submitter","gbrs_paired_asm","paired_asm_comp","ftp_path","excluded_from_refseq","relation_to_type_material","asm_not_live_date","superkingdom","phylum","class","order","family","genus","assembly_id","b_complete","b_complete_and_single_copy","b_complete_and_duplicated","b_fragmented","b_missing","b_total_groups_searched","genome_size","global_cg_oe","global_cg_dens","dist_from_zeb_lca","mean_lifespan","mae_lifespan","mre_lifespan","sd_lifespan","max_lifespan","n_reported_values"
"GCA_916700855.1",72062,"Sebastes carnatus","Scaffold","Major","Full","2021/11/12","S-carnatus_xSEB-21","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/855/GCA_916700855.1_S-carnatus_xSEB-21","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700855.1_S-carnatus_xSEB-21",87.6,86.5,1.1,5.9,6.5,3640,784640190,0.52045166910571,0.021686904669005,460.8,30,0,0,0,30,4
"GCA_916700865.1",72059,"Sebastes babcocki","Scaffold","Major","Full","2021/11/12","S-babcocki_HO-4","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/865/GCA_916700865.1_S-babcocki_HO-4","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700865.1_S-babcocki_HO-4",89.4,88.1,1.3,4.9,5.7,3640,784606613,0.521080398871522,0.0215917145220391,460.8,106,0,0,0,106,4
"GCA_916700875.1",214485,"Sebastes aleutianus","Scaffold","Major","Full","2021/09/30","S-aleutianus_SEB-111","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/875/GCA_916700875.1_S-aleutianus_SEB-111","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700875.1_S-aleutianus_SEB-111",97.3,90,7.3,0.3,2.4,3640,889524689,0.522136960861945,0.0216655830223955,460.8,183.333333333333,28.8888888888889,15.7575757575758,33.5658556671309,205,6
"GCA_916700885.1",72069,"Sebastes diploproa","Scaffold","Major","Full","2021/11/13","S-diploproa_KUI2154","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/885/GCA_916700885.1_S-diploproa_KUI2154","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700885.1_S-diploproa_KUI2154",89.4,88.3,1.1,4.9,5.7,3640,790597977,0.520816805892181,0.0216114289399453,460.8,81.2857142857143,11.7959183673469,14.5116746171228,19.3968578702349,103,7
"GCA_916700895.1",72066,"Sebastes constellatus","Scaffold","Major","Full","2021/11/12","S-constellatus_SEB-71","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/895/GCA_916700895.1_S-constellatus_SEB-71","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700895.1_S-constellatus_SEB-71",93.5,92.4,1.1,2.9,3.6,3640,800515964,0.519826526428003,0.0215467083427208,460.8,32,0,0,0,32,4
"GCA_916700905.1",72058,"Sebastes aurora","Scaffold","Major","Full","2021/11/13","S-aurora_KUI448","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/905/GCA_916700905.1_S-aurora_KUI448","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700905.1_S-aurora_KUI448",89.3,88.3,1,5.3,5.4,3640,795546944,0.519209957081917,0.0215688905971085,460.8,71.75,26.375,36.7595818815331,40.5904340126258,118,4
"GCA_916700915.1",72064,"Sebastes chlorostictus","Scaffold","Major","Full","2021/11/12","S-chlorostictus_xSEB-10","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/915/GCA_916700915.1_S-chlorostictus_xSEB-10","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700915.1_S-chlorostictus_xSEB-10",93,91.9,1.1,3,4,3640,805126900,0.519255781810863,0.0215591976867249,460.8,37.5,6.75,18,9,51,4
"GCA_916700925.1",72070,"Sebastes elongatus","Scaffold","Major","Full","2021/11/12","S-elongatus_SEB-146","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/925/GCA_916700925.1_S-elongatus_SEB-146","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700925.1_S-elongatus_SEB-146",86,85.1,0.9,7.6,6.4,3640,783285582,0.522135736077703,0.0217198048718839,460.8,48.6666666666667,5.33333333333333,10.958904109589,6.02218122167265,54,6
"GCA_916700955.1",72056,"Sebastes atrovirens","Scaffold","Major","Full","2021/11/12","S-atrovirens_xSEB-24","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/955/GCA_916700955.1_S-atrovirens_xSEB-24","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700955.1_S-atrovirens_xSEB-24",91.3,90.1,1.2,4.1,4.6,3640,802451845,0.518799696312168,0.0214825987470937,460.8,22.5,2.5,11.1111111111111,2.88675134594813,25,4
"GCA_916700965.1",72072,"Sebastes ensifer","Scaffold","Major","Full","2021/11/13","S-ensifer_SEB-163","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/965/GCA_916700965.1_S-ensifer_SEB-163","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700965.1_S-ensifer_SEB-163",88.4,87.2,1.2,5.5,6.1,3640,791387913,0.521315934714401,0.0216438180551287,460.8,38,0,0,NA,38,1
"GCA_916700975.1",72057,"Sebastes auriculatus","Scaffold","Major","Full","2021/11/12","S-auriculatus_S-1A","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/975/GCA_916700975.1_S-auriculatus_S-1A","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700975.1_S-auriculatus_S-1A",89,87.7,1.3,5,6,3640,794792569,0.516701821720449,0.0216043313308834,460.8,28.2,6.96,24.6808510638298,7.94984276574072,34,5
"GCA_916700985.1",394687,"Sebastes borealis","Scaffold","Major","Full","2021/11/12","S-borealis_KUI2095","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/985/GCA_916700985.1_S-borealis_KUI2095","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700985.1_S-borealis_KUI2095",20.2,20.1,0.1,12.8,67,3640,466167128,0.496795858599173,0.0200325472112654,460.8,144.2,21.68,15.0346740638003,30.3265560194362,160,5
"GCA_916701045.1",72093,"Sebastes paucispinis","Scaffold","Major","Full","2021/11/13","S-paucispinis_SEB-180","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/045/GCA_916701045.1_S-paucispinis_SEB-180","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701045.1_S-paucispinis_SEB-180",88.9,87.9,1,6.3,4.8,3640,773410464,0.515470778363064,0.0213429010445868,460.8,50.8,2.88,5.66929133858267,4.38178046004133,58,5
"GCA_916701055.1",394698,"Sebastes nebulosus","Scaffold","Major","Full","2021/11/13","S_nebulosus_SEB-720","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/055/GCA_916701055.1_S_nebulosus_SEB-720","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701055.1_S_nebulosus_SEB-720",88.3,87.3,1,6.1,5.6,3640,788231101,0.520444138346614,0.0215807305477027,460.8,78.8,0.320000000000002,0.406091370558378,0.447213595499958,79,5
"GCA_916701165.1",72086,"Sebastes melanostomus","Scaffold","Major","Full","2021/11/13","S-melanostomus_HO-5","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/165/GCA_916701165.1_S-melanostomus_HO-5","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701165.1_S-melanostomus_HO-5",90.1,89.1,1,4.8,5.1,3640,791179900,0.520395943172819,0.0215608864684252,460.8,92.75,6.125,6.60377358490566,7.66718424753927,105,8
"GCA_916701195.1",72083,"Sebastes levis","Scaffold","Major","Full","2021/11/13","S-levis_KUI567","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/195/GCA_916701195.1_S-levis_KUI567","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701195.1_S-levis_KUI567",90.3,89.2,1.1,4.1,5.6,3640,779712678,0.517799805351387,0.0215827617978016,460.8,55,0,0,0,55,4
"GCA_916701205.1",394696,"Sebastes mentella","Scaffold","Major","Full","2021/11/13","S-mentella_KUI3097","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/205/GCA_916701205.1_S-mentella_KUI3097","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701205.1_S-mentella_KUI3097",90.1,88.9,1.2,4.8,5.1,3640,793932119,0.523478343556933,0.0218023551204886,460.8,67.6666666666667,9.77777777777778,14.4499178981938,11.5181016954473,75,6
"GCA_916701215.1",72080,"Sebastes hopkinsi","Scaffold","Major","Full","2021/10/09","S-hopkinsi_xSEB-7","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/215/GCA_916701215.1_S-hopkinsi_xSEB-7","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701215.1_S-hopkinsi_xSEB-7",92.1,90.9,1.2,3.4,4.5,3640,845328362,0.52082809709184,0.021609911392042,460.8,19,0,0,0,19,4
"GCA_916701245.1",72088,"Sebastes mystinus","Scaffold","Major","Full","2021/10/07","S-mystinus_SEB-17","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/245/GCA_916701245.1_S-mystinus_SEB-17","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701245.1_S-mystinus_SEB-17",92.1,90.9,1.2,3.5,4.4,3640,798473675,0.51982029673995,0.0215653333843473,460.8,41,4,9.75609756097561,5.62138772902208,44,6
"GCA_916701255.1",72094,"Sebastes pinniger","Scaffold","Major","Full","2021/11/13","S-pinniger_SEB-75","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/255/GCA_916701255.1_S-pinniger_SEB-75","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701255.1_S-pinniger_SEB-75",93.5,92.3,1.2,2.6,3.9,3640,790080651,0.518499984244828,0.021517102055952,460.8,82.5,2.5,3.03030303030303,3.67423461417477,84,6
"GCA_916701265.1",72084,"Sebastes maliger","Scaffold","Major","Full","2021/11/13","S_maliger_SEB-721","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/265/GCA_916701265.1_S_maliger_SEB-721","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701265.1_S_maliger_SEB-721",90,88.9,1.1,4.8,5.2,3640,794993132,0.5200080808271,0.0215376879507432,460.8,92,2.4,2.60869565217391,2.73861278752583,95,5
"GCA_916701275.1",72087,"Sebastes miniatus","Scaffold","Major","Full","2021/09/30","S-miniatus_SEB-74","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/275/GCA_916701275.1_S-miniatus_SEB-74","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701275.1_S-miniatus_SEB-74",97.6,91.8,5.8,0.2,2.2,3640,850744298,0.519017610714973,0.021506661922993,460.8,54.3333333333333,7.55555555555555,13.9059304703476,8.77876225140348,60,6
"GCA_916701295.1",72081,"Sebastes jordani","Scaffold","Major","Full","2021/11/13","S-jordani_KUI517","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/295/GCA_916701295.1_S-jordani_KUI517","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701295.1_S-jordani_KUI517",89.7,88.5,1.2,4.7,5.6,3640,782434185,0.517712004384353,0.0214441640225625,460.8,29.4,2.96,10.0680272108844,4.15932686861708,32,5
"GCA_916701305.1",214483,"Sebastes minor","Scaffold","Major","Full","2021/11/13","S_minor_135284","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/305/GCA_916701305.1_S_minor_135284","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701305.1_S_minor_135284",89.1,88,1.1,4.8,6.1,3640,775604023,0.521296535831722,0.0216523631930671,460.8,11,0,0,NA,11,1
"GCA_916701325.1",72085,"Sebastes melanops","Scaffold","Major","Full","2021/11/13","S_melanops_134856","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/325/GCA_916701325.1_S_melanops_134856","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701325.1_S_melanops_134856",84.8,83.9,0.9,7.2,8,3640,782955195,0.520943315285359,0.0215618711106451,460.8,47.4285714285714,5.55102040816326,11.7039586919105,8.92295061171178,56,7
"GCA_916701375.1",72101,"Sebastes saxicola","Scaffold","Major","Full","2021/11/13","S-saxicola_KUI2167","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/375/GCA_916701375.1_S-saxicola_KUI2167","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701375.1_S-saxicola_KUI2167",90.5,89.3,1.2,4.4,5.1,3640,791449454,0.521349093297884,0.0216364505824778,460.8,38,0,0,0,38,4
"GCA_916701385.1",320568,"Sebastes semicinctus","Scaffold","Major","Full","2021/11/13","S-semicinctus_xSEB-12","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/385/GCA_916701385.1_S-semicinctus_xSEB-12","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701385.1_S-semicinctus_xSEB-12",92,90.9,1.1,3.5,4.5,3640,794013289,0.520981768137918,0.0216241909774888,460.8,15,0,0,0,15,3
"GCA_916701405.1",72106,"Sebastes variegatus","Scaffold","Major","Full","2021/10/09","S-variegatus_KUI3213","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/405/GCA_916701405.1_S-variegatus_KUI3213","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701405.1_S-variegatus_KUI3213",85,83.9,1.1,6.7,8.3,3640,789441459,0.523607079595071,0.0218141000876925,460.8,46.4,1.36,2.93103448275862,1.94935886896179,48,5
"GCA_916701415.1",72108,"Sebastes zacentrus","Scaffold","Major","Full","2021/10/09","S-zacentrus_KUI3201","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/415/GCA_916701415.1_S-zacentrus_KUI3201","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701415.1_S-zacentrus_KUI3201",87,85.8,1.2,6.8,6.2,3640,801744738,0.521694603492978,0.0218127805161847,460.8,54.1428571428571,5.51020408163265,10.1771579344139,6.64400911670485,58,7
"GCA_916701425.1",201708,"Sebastes steindachneri","Scaffold","Major","Full","2021/10/09","S_steindachneri_141714","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/425/GCA_916701425.1_S_steindachneri_141714","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701425.1_S_steindachneri_141714",79.4,78.2,1.2,9.3,11.3,3640,781033863,0.524676240788198,0.0221121526455505,460.8,17,0,0,NA,17,1
"GCA_916701435.1",72095,"Sebastes rastrelliger","Scaffold","Major","Full","2021/11/13","S-rastrelliger_xSEB-1","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/435/GCA_916701435.1_S-rastrelliger_xSEB-1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701435.1_S-rastrelliger_xSEB-1",92.6,91.6,1,3.4,4,3640,788811301,0.516590518615563,0.021438518918988,460.8,23,0,0,0,23,4
"GCA_916701445.1",394707,"Sebastes variabilis","Scaffold","Major","Full","2021/11/13","S-variabilis_KUI2038","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/445/GCA_916701445.1_S-variabilis_KUI2038","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701445.1_S-variabilis_KUI2038",90.8,89.3,1.5,4.1,5.1,3640,818206237,0.523660280396529,0.0216955080482966,460.8,58.6666666666667,11.5555555555556,19.6969696969697,15.0111069989303,76,3
"GCA_916701455.1",201707,"Sebastes serriceps","Scaffold","Major","Full","2021/11/13","S-serriceps_TREE_S68","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/455/GCA_916701455.1_S-serriceps_TREE_S68","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701455.1_S-serriceps_TREE_S68",90.6,89.4,1.2,4.2,5.2,3640,783510486,0.51909070881207,0.0215032527337484,460.8,25,0,0,NA,25,1
"GCA_916701495.1",394703,"Sebastes proriger","Scaffold","Major","Full","2021/10/07","S-proriger_KUI3229","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/495/GCA_916701495.1_S-proriger_KUI3229","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701495.1_S-proriger_KUI3229",86.7,85.5,1.2,5.9,7.4,3640,777084423,0.522694938159416,0.0217705869520434,460.8,54.3333333333333,6.11111111111111,11.2474437627812,10.8012344973464,70,6
"GCA_916701505.1",394702,"Sebastes polyspinis","Scaffold","Major","Full","2021/10/09","S-polyspinis_KUI2030","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/505/GCA_916701505.1_S-polyspinis_KUI2030","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701505.1_S-polyspinis_KUI2030",89.4,88.2,1.2,4.8,5.8,3640,799549506,0.524545945701523,0.0217216781070715,460.8,63.2,9.92,15.6962025316456,13.8636214604987,88,5
"GCA_916701515.1",72098,"Sebastes ruberrimus","Scaffold","Major","Full","2021/10/09","S-ruberrimus_582396486","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/515/GCA_916701515.1_S-ruberrimus_582396486","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701515.1_S-ruberrimus_582396486",82.8,81.7,1.1,7.8,9.4,3640,778407898,0.522264066229817,0.0216976780983278,460.8,120.714285714286,7.59183673469388,6.28909551986475,12.697956341006,147,7
"GCA_916701525.1",394704,"Sebastes reedi","Scaffold","Major","Full","2021/11/13","S-reedi_SEB-7","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/525/GCA_916701525.1_S-reedi_SEB-7","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701525.1_S-reedi_SEB-7",93.1,92,1.1,2.9,4,3640,805431085,0.520994828656075,0.0215942944392319,460.8,89.7142857142857,13.5510204081633,15.1046405823476,16.5701969985703,100,7
"GCA_916701545.1",72097,"Sebastes rosenblatti","Scaffold","Major","Full","2021/11/13","S-rosenblatti_SEB-147","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/545/GCA_916701545.1_S-rosenblatti_SEB-147","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701545.1_S-rosenblatti_SEB-147",89.4,88.2,1.2,5.6,5,3640,779946216,0.521156640005219,0.0217145126837823,460.8,52,3,5.76923076923077,4,58,4
"GCA_916701555.1",72096,"Sebastes rosaceus","Scaffold","Major","Full","2021/11/13","S-rosaceus_SEB-73","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/555/GCA_916701555.1_S-rosaceus_SEB-73","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701555.1_S-rosaceus_SEB-73",97.1,79.8,17.3,0.3,2.6,3640,959585719,0.521269680525404,0.0215889227922118,460.8,18,4.8,26.6666666666667,6.92820323027551,30,5
"GCA_916701595.1",72107,"Sebastes wilsoni","Scaffold","Major","Full","2021/11/13","S-wilsoni_KUI3199","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/595/GCA_916701595.1_S-wilsoni_KUI3199","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701595.1_S-wilsoni_KUI3199",90.2,89,1.2,4.8,5,3640,807364487,0.521430583045698,0.0216718102935335,460.8,23.3333333333333,2.66666666666667,11.4285714285714,3.16227766016838,26,9
"GCA_916701605.1",72099,"Sebastes rubrivinctus","Scaffold","Major","Full","2021/11/13","S-rubrivinctus_UW156309","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/605/GCA_916701605.1_S-rubrivinctus_UW156309","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916701605.1_S-rubrivinctus_UW156309",92,90.9,1.1,3.4,4.6,3640,787309355,0.518303050120934,0.0215124803134087,460.8,24,8,33.3333333333333,10.3923048454133,36,3
"GCA_916701645.1",72110,"Sebastolobus alascanus","Scaffold","Major","Full","2021/10/09","B-alascanus_SEB-31","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/645/GCA_916701645.1_B-alascanus_SEB-31","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastolobus","GCA_916701645.1_B-alascanus_SEB-31",90.9,89.1,1.8,4.4,4.7,3640,858864611,0.548613882008091,0.0225192512909348,460.8,93.2,14.16,15.1931330472103,19.7408206516345,115,5
"GCA_916701675.1",8110,"Sebastolobus altivelis","Scaffold","Major","Full","2021/10/09","B-altivelis_xSEB-32","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/675/GCA_916701675.1_B-altivelis_xSEB-32","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastolobus","GCA_916701675.1_B-altivelis_xSEB-32",88.2,86.3,1.9,5.5,6.3,3640,851925253,0.546583796332059,0.0225901144874267,460.8,45,0,0,0,45,3
